时间,实际功率,NWP-110米预测风速,NWP-110米预测风向,NWP-低云量,NWP-中云量,NWP-高云量,NWP-总云量,NWP-总降水强度,NWP-温度,NWP-湿度,NWP-气压
2024/1/1 0:00,6.9,2.9677,121.8845,1.1436,-0.1982,43.6645,43.85,0.0055,-17.56,78.9918,1014.74
2024/1/1 0:15,10.82,3.1565,127.74,1.1482,-0.2091,45.4336,45.5673,0.0055,-17.5855,78.9891,1014.56
2024/1/1 0:30,4.47,3.2517,133.3336,1.1527,-0.2,47.1345,47.2145,0.0055,-17.6036,78.9582,1014.3755
2024/1/1 0:45,13.97,3.4019,138.7345,1.1564,-0.1245,48.7,48.7336,0.0055,-17.6182,78.9191,1014.1918
2024/1/1 1:00,36.16,3.6137,143.7545,1.16,0.0636,50.0718,50.0764,0.0055,-17.6236,78.8491,1014.0064
2024/1/1 1:15,33.58,3.7485,148.43,1.1627,0.4109,51.2364,51.23,0.0045,-17.6182,78.7445,1013.8173
2024/1/1 1:30,34.53,3.9295,152.7845,1.1655,0.9682,52.2291,52.2227,0.0036,-17.6027,78.6055,1013.6255
2024/1/1 1:45,34.52,4.0738,156.8564,1.1673,1.7855,53.0864,53.0845,0.0027,-17.5773,78.4373,1013.4318
2024/1/1 2:00,34.36,4.1991,160.68,1.1691,2.9155,53.8455,53.8427,0.0018,-17.5427,78.2436,1013.2391
2024/1/1 2:15,33.14,4.3309,164.2636,1.17,4.4127,54.5236,54.5109,0.0009,-17.5,78.0255,1013.0455
2024/1/1 2:30,30.51,4.4786,167.5755,1.17,6.2518,55.1136,55.0882,0,-17.4482,77.7818,1012.8491
2024/1/1 2:45,43.36,4.68,170.5745,1.1664,8.3264,55.5991,55.5727,0,-17.3882,77.5073,1012.6491
2024/1/1 3:00,51.35,4.7835,173.2218,1.1591,10.53,55.9618,55.9627,0,-17.3182,77.1945,1012.4436
2024/1/1 3:15,41.47,4.8766,175.5,1.1455,12.7309,56.1882,56.2582,0,-17.2382,76.8418,1012.2318
2024/1/1 3:30,34.24,5.0402,177.4182,1.1264,14.82,56.2809,56.4591,0,-17.1509,76.4545,1012.0145
2024/1/1 3:45,33.12,5.4336,179.2336,1.1018,16.7382,56.26,56.5636,0,-17.0627,76.06,1011.7955
2024/1/1 4:00,35.17,5.5747,180.8455,1.0755,18.4255,56.1509,56.5791,0,-16.9736,75.6755,1011.5791
2024/1/1 4:15,43.08,5.8252,182.2591,1.0482,19.8191,55.9818,56.5145,0,-16.8845,75.3073,1011.3664
2024/1/1 4:30,53.2,6.0655,183.4755,1.02,20.8864,55.7427,56.3791,0,-16.7964,74.9545,1011.1573
2024/1/1 4:45,66.69,6.3542,184.5055,0.9882,21.6245,55.3827,56.1809,0,-16.7073,74.6136,1010.9509
2024/1/1 5:00,64.84,6.5486,185.3573,0.95,22.03,54.8536,55.9291,0,-16.6155,74.2818,1010.7491
2024/1/1 5:15,65.65,6.6369,186.05,0.9055,22.1809,54.1145,55.6318,0,-16.5218,73.9573,1010.5509
2024/1/1 5:30,73.69,6.7479,186.6018,0.8564,22.2064,53.2155,55.3018,0,-16.4255,73.6445,1010.3564
2024/1/1 5:45,83.81,6.9219,187.02,0.8055,22.2,52.2891,54.9536,0,-16.3273,73.3464,1010.1645
2024/1/1 6:00,86.49,7.1466,187.3127,0.7591,22.2582,51.4682,54.6036,0,-16.2282,73.0673,1009.9764
2024/1/1 6:15,90.35,7.2708,187.4827,0.7191,22.4273,50.8682,54.2673,0,-16.1273,72.8064,1009.7918
2024/1/1 6:30,93.09,7.4492,187.5409,0.6845,22.6527,50.4973,53.9545,0,-16.0218,72.5573,1009.6109
2024/1/1 6:45,91.09,7.7694,187.62,0.6527,22.8291,50.2691,53.6618,0,-15.9127,72.3055,1009.43
2024/1/1 7:00,92.68,7.8802,187.77,0.62,22.8518,50.0909,53.3827,0,-15.7709,71.9627,1009.25
2024/1/1 7:15,92.42,8.0904,187.9982,0.5845,22.5855,49.9082,53.1091,0,-15.5936,71.5236,1009.0709
2024/1/1 7:30,92.4,8.1594,188.3009,0.5491,22.0191,49.7545,52.8445,0,-15.3809,70.9882,1008.8945
2024/1/1 7:45,93.51,8.2399,188.6709,0.5173,21.3036,49.71,52.5982,0,-15.1345,70.3564,1008.7191
2024/1/1 8:00,95.23,8.3743,189.1009,0.4909,20.5864,49.8564,52.3809,0,-14.8545,69.6273,1008.5473
2024/1/1 8:15,94.78,8.2996,189.5918,0.4718,20.0473,50.19,52.2,0,-14.5409,68.8009,1008.3782
2024/1/1 8:30,95.28,8.2288,190.1527,0.4573,19.7382,50.6009,52.0464,0,-14.1936,67.8782,1008.2127
2024/1/1 8:45,95.39,8.0142,190.7909,0.4418,19.5436,50.9491,51.8973,0,-13.8127,66.8609,1008.0491
2024/1/1 9:00,95.2,7.8311,191.5145,0.42,19.35,51.0973,51.73,0,-13.3973,65.7527,1007.8864
2024/1/1 9:15,83.36,7.6853,192.32,0.39,19.0964,50.9955,51.5291,0,-12.9491,64.5555,1007.7227
2024/1/1 9:30,78.74,7.4867,193.1927,0.3527,18.87,50.73,51.3082,0,-12.47,63.2764,1007.5573
2024/1/1 9:45,77.38,7.3129,194.0809,0.3118,18.8573,50.4327,51.1027,0,-11.9882,62.0018,1007.3882
2024/1/1 10:00,82.17,7.269,194.9373,0.2709,19.2445,50.2382,50.9509,0,-11.5227,60.8145,1007.2109
2024/1/1 10:15,78.64,7.2585,195.7473,0.2318,20.0636,50.2345,50.8845,0,-11.0755,59.7218,1007.0236
2024/1/1 10:30,72.08,7.2777,196.5064,0.1955,21.1064,50.3427,50.8891,0,-10.6473,58.7264,1006.8273
2024/1/1 10:45,74.84,7.2726,197.2145,0.1609,22.0855,50.3645,50.9082,0,-10.2391,57.8327,1006.62
2024/1/1 11:00,73.91,7.3238,197.8736,0.1264,22.7136,50.1036,50.8864,0,-9.8509,57.0436,1006.4036
2024/1/1 11:15,76.09,7.3978,198.4873,0.0927,22.8645,49.3891,50.7818,0,-9.4845,56.3609,1006.1782
2024/1/1 11:30,79.06,7.4494,199.0582,0.0618,22.6755,48.3091,50.63,0,-9.1391,55.7836,1005.9455
2024/1/1 11:45,72.67,7.4474,199.5827,0.0373,22.3809,47.1791,50.53,0,-8.8173,55.31,1005.7082
2024/1/1 12:00,76.29,7.4503,200.0591,0.0209,22.2136,46.3173,50.5827,0,-8.5191,54.9418,1005.4682
2024/1/1 12:15,80.35,7.3934,200.4882,0.0127,22.31,45.9955,50.8664,0,-8.2445,54.6755,1005.2264
2024/1/1 12:30,87.2,7.3568,200.8727,0.0118,22.6273,46.2245,51.3718,0,-7.9945,54.51,1004.9845
2024/1/1 12:45,87.19,7.3604,201.2427,0.0155,23.0418,46.7936,52.0273,0,-7.7536,54.3664,1004.7473
2024/1/1 13:00,82.01,7.3078,201.6282,0.0218,23.4291,47.49,52.7564,0,-7.5445,54.3309,1004.5309
2024/1/1 13:15,77.83,7.2665,202.0245,0.0291,23.7436,48.2218,53.5236,0,-7.3673,54.4036,1004.3355
2024/1/1 13:30,63.66,7.2087,202.4264,0.0391,24.0473,49.0982,54.3618,0,-7.2218,54.5836,1004.1618
2024/1/1 13:45,64.06,7.1486,202.8355,0.0564,24.4209,50.3127,55.33,0,-7.1082,54.8709,1004.01
2024/1/1 14:00,41.84,7.1264,203.2527,0.0845,24.95,52.0618,56.4882,0,-7.0255,55.2655,1003.8809
2024/1/1 14:15,51.93,7.1769,203.6818,0.1273,25.6182,54.3082,57.8318,0,-6.9736,55.7682,1003.7745
2024/1/1 14:30,51.77,7.1536,204.13,0.1864,26.3327,56.7809,59.2864,0,-6.9518,56.3782,1003.6909
2024/1/1 14:45,56.46,7.2125,204.6,0.2627,27.0173,59.2,60.7727,0,-6.96,57.0945,1003.6291
2024/1/1 15:00,56.21,7.2795,205.0945,0.3564,27.5964,61.2855,62.2109,0.0009,-6.9973,57.9155,1003.5891
2024/1/1 15:15,62.61,7.2987,205.6173,0.4682,28.0727,62.9745,63.5855,0.0018,-7.0627,58.84,1003.5691
2024/1/1 15:30,69.4,7.3308,206.1736,0.5964,28.5064,64.4209,64.9436,0.0027,-7.1545,59.8673,1003.5691
2024/1/1 15:45,58.1,7.3648,206.7418,0.7364,28.93,65.7764,66.3327,0.0036,-7.2491,60.9027,1003.5718
2024/1/1 16:00,60.13,7.4015,207.3527,0.8827,29.3764,67.1791,67.7891,0.0055,-7.34,61.9255,1003.58
2024/1/1 16:15,78.06,7.4542,208.0073,1.0273,29.8509,68.6718,69.3064,0.0073,-7.4255,62.9318,1003.5918
2024/1/1 16:30,84.63,7.5858,208.7018,1.1627,30.3491,70.2136,70.8518,0.0091,-7.5055,63.9191,1003.6064
2024/1/1 16:45,86.97,7.6189,209.4373,1.2855,30.8773,71.7645,72.3918,0.0118,-7.58,64.8845,1003.6227
2024/1/1 17:00,87.89,7.7615,210.2136,1.3936,31.4445,73.2836,73.8918,0.0145,-7.6491,65.8255,1003.64
2024/1/1 17:15,83.38,7.7105,211.0327,1.4836,32.0382,74.7382,75.3236,0.0173,-7.7109,66.7418,1003.6573
2024/1/1 17:30,83.74,7.6792,211.8991,1.5545,32.6273,76.1027,76.6627,0.02,-7.7664,67.63,1003.6745
2024/1/1 17:45,81.53,7.644,212.8109,1.6036,33.1782,77.3518,77.8845,0.0218,-7.8145,68.4909,1003.6918
2024/1/1 18:00,84.78,7.6079,213.7691,1.6273,33.6573,78.46,78.9655,0.0227,-7.8555,69.3218,1003.7091
2024/1/1 18:15,84.29,7.595,214.7727,1.6255,34.0555,79.4018,79.8809,0.0236,-7.8891,70.1227,1003.7264
2024/1/1 18:30,86.23,7.5465,215.8218,1.6027,34.39,80.1564,80.6055,0.0245,-7.9164,70.8955,1003.7445
2024/1/1 18:45,91.89,7.5327,216.8936,1.5691,34.6809,80.7118,81.1245,0.0236,-7.9427,71.66,1003.7618
2024/1/1 19:00,91.35,7.5361,218.0264,1.5336,34.9491,81.0709,81.44,0.0227,-7.9709,72.4118,1003.7782
2024/1/1 19:15,93.17,7.5659,219.22,1.5027,35.2055,81.2345,81.55,0.0218,-8.0027,73.1527,1003.7936
2024/1/1 19:30,90.91,7.5523,220.4709,1.4755,35.4464,81.2018,81.4545,0.02,-8.0373,73.8836,1003.8082
2024/1/1 19:45,82.18,7.4495,221.7755,1.4436,35.6673,80.9736,81.1545,0.0173,-8.0755,74.6045,1003.8218
2024/1/1 20:00,68.75,7.4517,223.1318,1.4036,35.8645,80.55,80.65,0.0145,-8.1173,75.3145,1003.8336
2024/1/1 20:15,57.85,7.3365,224.5391,1.3509,36.0373,79.93,79.9409,0.0118,-8.1618,76.0155,1003.8436
2024/1/1 20:30,57.63,6.9836,226.0009,1.2827,36.1845,79.1136,79.0273,0.0091,-8.21,76.7064,1003.8527
2024/1/1 20:45,54.34,6.8143,227.5145,1.1991,36.3091,78.1009,77.9091,0.0073,-8.2636,77.39,1003.8609
2024/1/1 21:00,50.22,6.7652,229.0809,1.0991,36.4109,76.8918,76.5864,0.0055,-8.3236,78.0664,1003.87
2024/1/1 21:15,42.64,6.6102,230.6982,0.98,36.4909,75.4855,75.0591,0.0036,-8.3909,78.7364,1003.88
2024/1/1 21:30,45.76,6.5106,232.3636,0.8364,36.5473,73.88,73.3273,0.0027,-8.4655,79.3991,1003.89
2024/1/1 21:45,41.34,6.3533,234.0391,0.6664,36.58,72.0682,71.39,0.0018,-8.5455,80.0645,1003.9009
2024/1/1 22:00,44.95,6.1311,235.9736,0.4709,36.5882,70.06,69.2664,0.0009,-8.6355,80.6991,1003.9136
2024/1/1 22:15,39.58,6.0491,238.1645,0.26,36.5727,67.8791,66.9927,0,-8.7364,81.3045,1003.9282
2024/1/1 22:30,32.69,5.8816,240.6164,0.0555,36.5355,65.5545,64.6064,0,-8.8473,81.88,1003.9445
2024/1/1 22:45,28.33,5.7737,243.3373,-0.1182,36.4791,63.12,62.1455,0,-8.9691,82.4245,1003.9627
2024/1/1 23:00,23.66,5.705,246.3345,-0.2345,36.4055,60.6091,59.6464,0,-9.1009,82.9373,1003.9836
2024/1/1 23:15,21.67,5.4749,249.6173,-0.2691,36.3173,58.0555,57.1473,0,-9.2418,83.4173,1004.0064
2024/1/1 23:30,20.72,5.2124,253.1982,-0.2082,36.2145,55.48,54.6855,0,-9.3909,83.8618,1004.0327
2024/1/1 23:45,19.06,5.0759,257.0873,-0.0455,36.0982,52.8918,52.2982,0,-9.5482,84.2718,1004.0609
2024/1/2 0:00,18.64,5.0297,279.4309,2.9218,34.4364,53.3664,54.9618,0,-10.7518,82.91,1004.1791
2024/1/2 0:15,15.79,4.9314,282.1973,3.1191,34.8809,51.55,53.1955,0,-10.8836,83.3355,1004.22
2024/1/2 0:30,13.96,4.8298,284.9527,3.3118,35.2191,49.8064,51.4718,0,-11.0164,83.7073,1004.2655
2024/1/2 0:45,14.82,4.7845,287.76,3.4982,35.4518,48.1245,49.7936,0,-11.1518,84.0745,1004.3127
2024/1/2 1:00,13.41,4.7582,290.4418,3.6755,35.5855,46.4809,48.1573,0,-11.2918,84.4273,1004.3573
2024/1/2 1:15,7.12,4.7578,292.9855,3.8418,35.6273,44.8382,46.5564,0,-11.4373,84.7655,1004.3973
2024/1/2 1:30,2.64,4.7719,295.3927,4,35.5836,43.1836,44.9936,0,-11.5882,85.0882,1004.4336
2024/1/2 1:45,0.3,4.8069,297.6745,4.1609,35.4555,41.5473,43.4773,0,-11.7427,85.3964,1004.4645
2024/1/2 2:00,0,4.7869,299.8418,4.3355,35.2455,39.9582,42.0145,0,-11.9009,85.6909,1004.4909
2024/1/2 2:15,0,4.7723,301.8945,4.5364,34.9518,38.4564,40.6136,0,-12.0609,85.9709,1004.5109
2024/1/2 2:30,0,4.7809,303.8191,4.7573,34.5336,37.0036,39.2364,0,-12.2227,86.2373,1004.5236
2024/1/2 2:45,1.09,4.7707,305.5991,4.9691,33.9055,35.4727,37.7964,0,-12.3864,86.4891,1004.5291
2024/1/2 3:00,0,4.7663,307.2164,5.1409,32.9836,33.7355,36.2109,0,-12.5518,86.7273,1004.5264
2024/1/2 3:15,0,4.6914,308.6691,5.2436,31.6809,31.68,34.3973,0,-12.72,86.9527,1004.5155
2024/1/2 3:30,0,4.667,309.9445,5.2782,30,29.3291,32.37,0,-12.8909,87.1645,1004.4973
2024/1/2 3:45,0,4.6468,311.1664,5.2764,28.04,26.8273,30.2327,0,-13.0618,87.3709,1004.4791
2024/1/2 4:00,1.25,4.5893,312.2764,5.2691,25.9055,24.3164,28.0927,0,-13.2255,87.5582,1004.4673
2024/1/2 4:15,2.36,4.5911,313.2264,5.2827,23.7118,21.8955,26.0482,0,-13.3818,87.7255,1004.4618
2024/1/2 4:30,3.06,4.5771,313.9945,5.3173,21.5573,19.5691,24.1555,0,-13.5309,87.8718,1004.4645
2024/1/2 4:45,3.64,4.5441,314.5936,5.3582,19.5173,17.2882,22.4318,0,-13.6736,87.9964,1004.4755
2024/1/2 5:00,4.67,4.5081,315.0391,5.3909,17.6682,15.0036,20.8936,0,-13.8091,88.1,1004.4955
2024/1/2 5:15,1.21,4.4149,315.3473,5.4227,16.1264,12.7555,19.6045,0,-13.9373,88.1809,1004.5236
2024/1/2 5:30,0,4.3288,315.5118,5.48,14.9818,10.6709,18.64,0,-14.0564,88.2391,1004.5609
2024/1/2 5:45,0,4.2866,315.5018,5.5836,14.2518,8.8736,18.04,0,-14.1645,88.2745,1004.6073
2024/1/2 6:00,0,4.1574,315.2855,5.7545,13.9545,7.4873,17.8464,0,-14.26,88.2882,1004.6636
2024/1/2 6:15,0,4.1171,314.8573,5.9827,14.0155,6.5145,18.0073,0,-14.3436,88.2809,1004.7309
2024/1/2 6:30,0,4.0646,314.2464,6.22,14.2764,5.8418,18.3691,0,-14.4127,88.2491,1004.8073
2024/1/2 6:45,0,4.0402,313.5118,6.4145,14.5882,5.3609,18.7645,0,-14.4682,88.1982,1004.8864
2024/1/2 7:00,0,4.0319,312.5027,6.5109,14.7918,4.9655,19.0273,0,-14.4682,87.9955,1004.9618
2024/1/2 7:15,0,3.9118,311.2227,6.4718,14.7518,4.6018,19.0273,0,-14.4082,87.6318,1005.0327
2024/1/2 7:30,0,3.7638,309.6927,6.2991,14.4082,4.2691,18.7318,0,-14.2873,87.1045,1005.0982
2024/1/2 7:45,0,3.652,307.9882,6.0127,13.7536,3.9636,18.1682,0,-14.1082,86.4136,1005.1582
2024/1/2 8:00,0,3.5633,306.1845,5.6364,12.7809,3.6827,17.36,0,-13.8727,85.56,1005.2145
2024/1/2 8:15,0,3.3956,304.3827,5.1955,11.5536,3.4255,16.3682,0,-13.5836,84.5436,1005.2655
2024/1/2 8:30,0,3.2698,302.64,4.7155,10.1864,3.1982,15.2718,0,-13.2427,83.3664,1005.3109
2024/1/2 8:45,0,3.1066,300.9427,4.2127,8.7755,3.0082,14.1318,0,-12.85,82.0291,1005.3482
2024/1/2 9:00,0,2.9506,299.2773,3.7045,7.4164,2.8627,13.0109,0,-12.4064,80.5336,1005.3764
2024/1/2 9:15,0,2.8489,297.6209,3.2155,6.1927,2.7664,11.9818,0,-11.9155,78.8873,1005.3936
2024/1/2 9:30,0,2.6873,295.9645,2.77,5.1691,2.7155,11.1236,0,-11.3827,77.1009,1005.4
2024/1/2 9:45,0,2.5189,294.5155,2.3918,4.4073,2.7009,10.5055,0,-10.8509,75.31,1005.4018
2024/1/2 10:00,0,2.365,293.4627,2.1018,3.9636,2.7173,10.1964,0,-10.3409,73.5973,1005.39
2024/1/2 10:15,0,2.1861,292.7709,1.9009,3.8391,2.7609,10.2055,0,-9.8545,71.97,1005.3645
2024/1/2 10:30,0,2.1391,292.34,1.7691,3.9727,2.8382,10.4755,0,-9.3918,70.4318,1005.3255
2024/1/2 10:45,0,2.0457,292.06,1.6864,4.2964,2.96,10.9482,0,-8.9509,68.9855,1005.2718
2024/1/2 11:00,0,1.9819,291.8218,1.6336,4.7418,3.1382,11.5609,0,-8.5318,67.6345,1005.2045
2024/1/2 11:15,0,1.9188,291.5873,1.5991,5.26,3.3809,12.2691,0,-8.1345,66.38,1005.1227
2024/1/2 11:30,0,1.9191,291.3855,1.5773,5.8282,3.6918,13.0518,0,-7.76,65.2227,1005.0291
2024/1/2 11:45,0,1.9018,291.2455,1.5627,6.43,4.0709,13.8945,0,-7.4073,64.1618,1004.9245
2024/1/2 12:00,0,1.9442,291.1955,1.5482,7.05,4.5173,14.7845,0,-7.0773,63.1964,1004.8118
2024/1/2 12:15,0,1.949,291.2409,1.5327,7.6773,5.0345,15.7145,0,-6.77,62.3264,1004.6936
2024/1/2 12:30,0,1.927,291.3518,1.5173,8.3073,5.6327,16.6873,0,-6.4882,61.5582,1004.5709
2024/1/2 12:45,0,1.9275,291.3209,1.5045,8.94,6.3182,17.7064,0,-6.2173,60.8345,1004.4518
2024/1/2 13:00,0,1.9316,290.8891,1.4945,9.58,7.0982,18.7764,0,-5.99,60.2718,1004.3464
2024/1/2 13:15,0,1.9179,290.0282,1.4882,10.2382,7.9718,19.9091,0,-5.8073,59.8818,1004.2555
2024/1/2 13:30,0,1.8778,288.7691,1.4845,10.9173,8.9336,21.1045,0,-5.6718,59.6636,1004.1782
2024/1/2 13:45,0,1.8721,287.1927,1.4818,11.6045,9.9764,22.3527,0,-5.5855,59.6045,1004.1136
2024/1/2 14:00,0,1.888,285.3773,1.48,12.2873,11.0955,23.6409,0,-5.55,59.6918,1004.0627
2024/1/2 14:15,0,1.8727,283.4045,1.4773,12.9445,12.2882,24.9491,0,-5.5673,59.9118,1004.0236
2024/1/2 14:30,0,1.8356,281.3045,1.4736,13.5664,13.5564,26.2664,0,-5.6382,60.26,1003.9955
2024/1/2 14:45,0,1.8084,279.0582,1.47,14.16,14.9009,27.5945,0,-5.7591,60.7373,1003.9782
2024/1/2 15:00,0,1.8966,276.6436,1.4673,14.7318,16.3218,28.9364,0,-5.9291,61.3436,1003.97
2024/1/2 15:15,0,1.8621,274.0482,1.4645,15.2873,17.8191,30.2936,0,-6.1427,62.0736,1003.9709
2024/1/2 15:30,0,1.8436,271.1173,1.4627,15.8264,19.3973,31.6709,0,-6.3991,62.9127,1003.9818
2024/1/2 15:45,0,1.7412,267.7727,1.46,16.3464,21.0655,33.0745,0,-6.6627,63.7418,1003.9927
2024/1/2 16:00,0,1.7637,263.8609,1.4555,16.8427,22.8227,34.5009,0,-6.9345,64.5591,1004.0027
2024/1/2 16:15,0,1.7461,259.0318,1.4482,17.3236,24.6564,35.9545,0,-7.2091,65.3618,1004.0127
2024/1/2 16:30,0,1.8618,253.3645,1.44,17.8064,26.55,37.4455,0,-7.4827,66.1591,1004.0227
2024/1/2 16:45,0,1.8703,247.4173,1.4355,18.3055,28.4818,38.98,0,-7.7518,66.9591,1004.0318
2024/1/2 17:00,0,1.8247,241.7482,1.44,18.8345,30.4318,40.5655,0,-8.0127,67.7709,1004.0418
2024/1/2 17:15,0,1.8544,236.9673,1.4573,19.3909,32.3782,42.1927,0,-8.2645,68.5973,1004.0527
2024/1/2 17:30,0,1.8961,233.2809,1.4882,19.9664,34.2964,43.84,0,-8.5073,69.4345,1004.0636
2024/1/2 17:45,0,1.9025,230.4464,1.5273,20.5655,36.1555,45.4873,0,-8.7427,70.28,1004.0745
2024/1/2 18:00,2.3,1.8714,228.2191,1.5727,21.1918,37.9245,47.1155,0,-8.9736,71.1309,1004.0836
2024/1/2 18:15,2.29,1.9398,226.5018,1.6191,21.8555,39.5673,48.7018,0,-9.2,71.9855,1004.0909
2024/1/2 18:30,0,2.0417,225.5018,1.6891,22.5627,41.0809,50.2309,0,-9.4236,72.8409,1004.0964
2024/1/2 18:45,0,2.0669,225.4364,1.8291,23.3227,42.5136,51.7091,0,-9.6409,73.6845,1004.1
2024/1/2 19:00,0,2.1861,226.9436,2.0855,24.1473,43.9245,53.1491,0,-9.8591,74.51,1004.1
2024/1/2 19:15,0,2.2087,229.91,2.5027,25.0536,45.3764,54.5691,0,-10.0773,75.3173,1004.0964
2024/1/2 19:30,0,2.3518,233.6936,3.0755,26.0382,46.8718,55.9536,0,-10.2955,76.1073,1004.09
2024/1/2 19:45,0,2.32,237.6036,3.7527,27.0764,48.3464,57.2509,0,-10.5136,76.8809,1004.0809
2024/1/2 20:00,0,2.3871,240.9473,4.4864,28.1409,49.7364,58.4073,0,-10.7309,77.6373,1004.07
2024/1/2 20:15,0,2.3937,243.4873,5.23,29.1927,50.9818,59.3682,0,-10.9473,78.3764,1004.0573
2024/1/2 20:30,0,2.6178,245.4927,5.9664,30.1818,52.0355,60.1,0,-11.1627,79.0991,1004.0436
2024/1/2 20:45,0,2.6764,247.2882,6.7018,31.0582,52.8536,60.5918,0,-11.3764,79.8055,1004.0291
2024/1/2 21:00,0,2.8528,249.2009,7.4436,31.7709,53.3936,60.8345,0,-11.5891,80.4973,1004.0127
2024/1/2 21:15,0,2.884,251.3982,8.1745,32.2727,53.5727,60.8073,0,-11.8009,81.1755,1003.9955
2024/1/2 21:30,0,2.9131,253.8636,8.8391,32.5282,53.2973,60.4809,0,-12.0127,81.84,1003.9773
2024/1/2 21:45,0,2.9606,256.2764,9.3691,32.5109,52.5064,59.8273,0,-12.2209,82.4982,1003.9582
2024/1/2 22:00,0,3.1205,258.4273,9.6945,32.2018,51.1491,58.8291,0,-12.4091,83.0955,1003.9364
2024/1/2 22:15,0,3.2079,260.3182,9.7927,31.6109,49.2491,57.5182,0,-12.58,83.6336,1003.9109
2024/1/2 22:30,0,3.2833,262.0118,9.7173,30.7927,46.91,55.9709,0,-12.7336,84.1136,1003.8818
2024/1/2 22:45,0,3.3496,263.5845,9.5527,29.8236,44.2473,54.2727,0,-12.8709,84.5355,1003.8482
2024/1/2 23:00,0,3.4563,265.1127,9.3836,28.78,41.3755,52.5091,0,-12.9927,84.9,1003.8118
2024/1/2 23:15,0,3.5722,266.6155,9.27,27.7373,38.4036,50.7427,0,-13.0982,85.2064,1003.7718
2024/1/2 23:30,0,3.739,268.0482,9.2073,26.7473,35.4364,49,0,-13.1873,85.4555,1003.73
2024/1/2 23:45,0,3.868,269.3545,9.1518,25.8382,32.5773,47.2945,0,-13.2582,85.6455,1003.6873
2024/1/3 0:00,0,3.9601,280.5991,9.4227,21.9427,22.2818,24.8427,0,-13.2773,85.6336,1003.3655
2024/1/3 0:15,0,4.1459,282.9873,9.1627,21.4609,21.4536,24.2645,0,-13.3364,85.6655,1003.3364
2024/1/3 0:30,0,4.3758,285.33,8.8782,20.6664,20.3755,23.4982,0,-13.3918,85.6655,1003.3082
2024/1/3 0:45,5.43,4.5042,287.6445,8.5945,19.6136,19.1064,22.5764,0,-13.4491,85.6682,1003.2827
2024/1/3 1:00,8.02,4.6566,289.8073,8.3391,18.3591,17.7045,21.5318,0,-13.5082,85.6727,1003.26
2024/1/3 1:15,4.42,4.8692,291.8109,8.1191,16.9436,16.2255,20.3918,0,-13.5682,85.68,1003.2382
2024/1/3 1:30,2.65,5.0506,293.6427,7.9155,15.3891,14.6936,19.1655,0,-13.6309,85.69,1003.2173
2024/1/3 1:45,2.01,5.1675,295.2945,7.7018,13.71,13.1127,17.85,0,-13.6945,85.7027,1003.1964
2024/1/3 2:00,0.28,5.2717,296.7582,7.4536,11.9209,11.4873,16.4427,0,-13.7609,85.7191,1003.1745
2024/1/3 2:15,0.29,5.3501,298.0291,7.1627,10.0827,9.8509,14.9718,0,-13.8291,85.74,1003.1509
2024/1/3 2:30,2.59,5.4246,299.1036,6.8573,8.2918,8.2764,13.5155,0,-13.8973,85.7636,1003.1255
2024/1/3 2:45,5.12,5.4976,299.9745,6.5909,6.64,6.8436,12.1773,0,-13.9664,85.7891,1003.0991
2024/1/3 3:00,2.89,5.5253,300.6355,6.4145,5.2145,5.6336,11.0573,0,-14.0327,85.8155,1003.07
2024/1/3 3:15,3.28,5.5944,301.0818,6.3691,4.0464,4.6718,10.2173,0,-14.0973,85.8427,1003.0391
2024/1/3 3:30,8.18,5.5978,301.3255,6.4345,3.1036,3.9173,9.6218,0,-14.16,85.8682,1003.0082
2024/1/3 3:45,4.76,5.6624,301.5109,6.5391,2.3509,3.3145,9.18,0,-14.22,85.8918,1002.9782
2024/1/3 4:00,8.69,5.6867,301.6173,6.6118,1.7555,2.8073,8.8,0,-14.2745,85.8982,1002.9564
2024/1/3 4:15,6.65,5.7667,301.6627,6.5882,1.29,2.3636,8.4036,0,-14.3218,85.8855,1002.9445
2024/1/3 4:30,1.62,5.8277,301.6536,6.47,0.9336,1.9782,7.9809,0,-14.3627,85.8545,1002.9436
2024/1/3 4:45,31.4,5.8214,301.5873,6.3155,0.6636,1.65,7.58,0,-14.3982,85.8055,1002.9536
2024/1/3 5:00,30.15,5.9707,301.4618,6.1836,0.4582,1.38,7.2473,0,-14.4291,85.7391,1002.9736
2024/1/3 5:15,25.96,5.9578,301.2782,6.1118,0.3027,1.1609,7.0073,0,-14.4582,85.6582,1003.0036
2024/1/3 5:30,34.88,5.9682,301.0436,6.0691,0.1882,0.9764,6.8209,0,-14.4836,85.5609,1003.0427
2024/1/3 5:45,37.79,6.0403,300.7673,5.9818,0.1082,0.8127,6.61,0,-14.5055,85.4464,1003.0918
2024/1/3 6:00,29.5,5.9495,300.4582,5.7745,0.0536,0.6555,6.2945,0,-14.5218,85.3109,1003.15
2024/1/3 6:15,25.01,5.8569,300.1145,5.4236,0.0182,0.5027,5.85,0,-14.5309,85.1527,1003.2155
2024/1/3 6:30,30.59,5.7719,299.7282,4.9873,-0.0009,0.3636,5.3364,0,-14.5309,84.9673,1003.2891
2024/1/3 6:45,21.63,5.7119,299.34,4.5564,-0.0082,0.2445,4.8418,0,-14.5209,84.7627,1003.3627
