时间,实际功率,NWP-110米预测风速,NWP-110米预测风向,NWP-低云量,NWP-中云量,NWP-高云量,NWP-总云量,NWP-总降水强度,NWP-温度,NWP-湿度,NWP-气压
2024/1/1 4:30,15.98,6.7162,183.5636,1.0291,20.7391,55.5218,56.2264,0,-16.8409,75.1982,1011.3655
2024/1/1 4:45,22.24,6.926,184.6518,0.9991,21.5318,55.1473,56.0273,0,-16.7555,74.8691,1011.1609
2024/1/1 5:00,19.47,6.9277,185.5473,0.9636,21.97,54.6182,55.7745,0,-16.6673,74.5445,1010.9591
2024/1/1 5:15,21.52,6.9892,186.2691,0.9218,22.1309,53.9036,55.4755,0,-16.5745,74.2236,1010.7609
2024/1/1 5:30,22.86,7.1972,186.8382,0.8764,22.1491,53.0527,55.1436,0,-16.4791,73.9109,1010.5664
2024/1/1 5:45,23.31,7.242,187.2655,0.83,22.1255,52.1836,54.7936,0,-16.3809,73.6109,1010.3755
2024/1/1 6:00,30.63,7.2975,187.5609,0.7873,22.1618,51.4173,54.4418,0,-16.28,73.3282,1010.1891
2024/1/1 6:15,27.33,7.3816,187.73,0.75,22.3064,50.8564,54.1055,0,-16.1782,73.0636,1010.0055
2024/1/1 6:30,30.63,7.5155,187.7818,0.7182,22.5064,50.5082,53.7927,0,-16.0709,72.8082,1009.8255
2024/1/1 6:45,24.11,7.7984,187.8555,0.6891,22.6564,50.2927,53.5009,0,-15.96,72.5518,1009.6455
2024/1/1 7:00,30.18,7.8378,188,0.6591,22.6536,50.1255,53.2218,0,-15.8155,72.2027,1009.4673
2024/1/1 7:15,27.06,7.8812,188.2227,0.6273,22.3582,49.9555,52.9491,0,-15.6373,71.7573,1009.29
2024/1/1 7:30,27.24,7.9414,188.5182,0.5955,21.76,49.81,52.6836,0,-15.4236,71.2145,1009.1145
2024/1/1 7:45,24.2,7.9979,188.88,0.5664,21.01,49.7609,52.4364,0,-15.1755,70.5736,1008.9418
2024/1/1 8:00,31.97,8.0645,189.2991,0.5427,20.2591,49.88,52.22,0,-14.8936,69.8355,1008.7718
2024/1/1 8:15,30.81,8.0201,189.7782,0.5255,19.6918,50.1673,52.04,0,-14.5782,68.9982,1008.6055
2024/1/1 8:30,31.88,7.9799,190.3264,0.5118,19.3627,50.5255,51.8882,0,-14.2291,68.0627,1008.4418
2024/1/1 8:45,33.76,7.8956,190.9518,0.4964,19.1591,50.8291,51.7427,0,-13.8464,67.0318,1008.28
2024/1/1 9:00,32.95,7.7579,191.6609,0.4736,18.9691,50.9536,51.5818,0,-13.43,65.9082,1008.1191
2024/1/1 9:15,23.49,7.7534,192.4509,0.4418,18.7318,50.8536,51.39,0,-12.9809,64.6955,1007.9573
2024/1/1 9:30,23.93,7.9583,193.3064,0.4009,18.5345,50.6082,51.1809,0,-12.5009,63.3991,1007.7936
2024/1/1 9:45,22.86,8.0231,194.1764,0.3555,18.5582,50.3391,50.9873,0,-12.0182,62.1073,1007.6255
2024/1/1 10:00,27.86,8.1519,195.0173,0.31,18.9864,50.1718,50.8455,0,-11.5518,60.9018,1007.4491
2024/1/1 10:15,29.56,8.2548,195.8145,0.2655,19.8418,50.1873,50.7864,0,-11.1036,59.7891,1007.2627
2024/1/1 10:30,25.18,8.321,196.5609,0.2236,20.9118,50.3073,50.7945,0,-10.6745,58.7755,1007.0664
2024/1/1 10:45,21.52,8.4476,197.2591,0.1836,21.9136,50.3382,50.82,0,-10.2664,57.8636,1006.86
2024/1/1 11:00,24.38,8.5657,197.91,0.1436,22.5627,50.0855,50.8136,0,-9.8782,57.0564,1006.6436
2024/1/1 11:15,31.61,8.6412,198.5173,0.1045,22.7409,49.3827,50.7373,0,-9.5118,56.3555,1006.4182
2024/1/1 11:30,28.75,8.7817,199.0827,0.0691,22.5836,48.3155,50.6245,0,-9.1682,55.76,1006.1855
2024/1/1 11:45,33.31,8.654,199.6055,0.0409,22.3164,47.1955,50.5655,0,-8.8473,55.2691,1005.9482
2024/1/1 12:00,31.52,8.686,200.0836,0.0218,22.1636,46.3364,50.6518,0,-8.55,54.8827,1005.7073
2024/1/1 12:15,38.58,8.6702,200.5191,0.0136,22.2555,46.0064,50.9536,0,-8.2773,54.5982,1005.4655
2024/1/1 12:30,38.85,8.6354,200.9127,0.0127,22.5545,46.2191,51.4636,0,-8.03,54.4136,1005.2236
2024/1/1 12:45,34.38,8.5794,201.2927,0.0164,22.95,46.77,52.1173,0,-7.79,54.2509,1004.9864
2024/1/1 13:00,35.36,8.6341,201.6855,0.0236,23.3282,47.4545,52.8455,0,-7.5818,54.2,1004.77
2024/1/1 13:15,35.01,8.5604,202.0873,0.0318,23.6509,48.1818,53.6164,0,-7.4055,54.2591,1004.5745
2024/1/1 13:30,32.77,8.5487,202.4927,0.0427,23.9691,49.06,54.4582,0,-7.26,54.4273,1004.4
2024/1/1 13:45,24.47,8.4384,202.9036,0.06,24.3527,50.2791,55.4236,0,-7.1464,54.7064,1004.2473
2024/1/1 14:00,18.93,8.4394,203.32,0.0873,24.87,52.0273,56.5673,0,-7.0636,55.0955,1004.1173
2024/1/1 14:15,22.15,8.4141,203.7482,0.1291,25.5036,54.2691,57.8836,0,-7.0109,55.5955,1004.0109
2024/1/1 14:30,22.86,8.4158,204.1936,0.1864,26.1691,56.7364,59.3073,0,-6.9873,56.2045,1003.9273
2024/1/1 14:45,18.93,8.4365,204.6582,0.26,26.8055,59.1527,60.7673,0.0009,-6.9936,56.9227,1003.8655
2024/1/1 15:00,16.88,8.4365,205.1427,0.3518,27.3509,61.2436,62.1927,0.0018,-7.0282,57.7491,1003.8245
2024/1/1 15:15,17.23,8.4255,205.6518,0.4636,27.8182,62.9464,63.5691,0.0027,-7.09,58.6818,1003.8036
2024/1/1 15:30,22.5,8.489,206.1909,0.5927,28.2609,64.4118,64.9382,0.0045,-7.1791,59.72,1003.8027
2024/1/1 15:45,15.9,8.526,206.7409,0.7336,28.7045,65.7864,66.3436,0.0064,-7.27,60.7664,1003.8045
2024/1/1 16:00,14.47,8.3758,207.3336,0.8818,29.1727,67.2064,67.8164,0.0091,-7.3573,61.8009,1003.8118
2024/1/1 16:15,21.52,8.3683,207.9691,1.0282,29.6664,68.7127,69.3482,0.0118,-7.44,62.82,1003.8236
2024/1/1 16:30,30.18,8.5042,208.6436,1.1664,30.1845,70.2645,70.9064,0.0145,-7.5173,63.82,1003.8373
2024/1/1 16:45,32.51,8.4871,209.3591,1.2927,30.74,71.8245,72.4573,0.0182,-7.5882,64.7991,1003.8527
2024/1/1 17:00,31.17,8.5223,210.1127,1.4036,31.3436,73.3527,73.9691,0.0218,-7.6536,65.7536,1003.8682
2024/1/1 17:15,26.79,8.4732,210.9091,1.4973,31.9845,74.8173,75.4118,0.0264,-7.7127,66.6845,1003.8836
2024/1/1 17:30,24.65,8.4403,211.7509,1.5727,32.6255,76.1918,76.7609,0.0291,-7.7645,67.5882,1003.9
2024/1/1 17:45,25.54,8.3772,212.6391,1.6245,33.2273,77.45,77.9927,0.0318,-7.81,68.4636,1003.9164
2024/1/1 18:00,27.86,8.3376,213.5736,1.6491,33.7482,78.5664,79.0827,0.0336,-7.8482,69.31,1003.9327
2024/1/1 18:15,27.86,8.2701,214.5527,1.6473,34.1791,79.5155,80.0055,0.0345,-7.8791,70.1264,1003.95
2024/1/1 18:30,25.27,8.1702,215.5773,1.6236,34.5391,80.2755,80.7355,0.0355,-7.9036,70.9155,1003.9682
2024/1/1 18:45,25.18,8.0705,216.6236,1.5873,34.85,80.8364,81.2591,0.0345,-7.9264,71.6964,1003.9845
2024/1/1 19:00,24.83,8.0706,217.7155,1.5491,35.1382,81.1982,81.5755,0.0336,-7.9518,72.4655,1004
2024/1/1 19:15,26.34,8.049,218.8509,1.5155,35.4136,81.3636,81.6855,0.0318,-7.98,73.2236,1004.0155
2024/1/1 19:30,22.5,7.9666,220.0264,1.4845,35.6718,81.3327,81.5891,0.0291,-8.0118,73.9727,1004.0291
2024/1/1 19:45,18.93,7.8638,221.2409,1.45,35.9082,81.1045,81.2864,0.0264,-8.0464,74.7127,1004.0418
2024/1/1 20:00,18.4,7.9257,222.4891,1.4073,36.1191,80.6791,80.7764,0.0218,-8.0845,75.4418,1004.0527
2024/1/1 20:15,16.25,7.8144,223.7736,1.35,36.3018,80.0573,80.0609,0.0182,-8.1255,76.1618,1004.0618
2024/1/1 20:30,13.39,7.7013,225.0955,1.2773,36.4573,79.2382,79.1382,0.0145,-8.17,76.8727,1004.0682
2024/1/1 20:45,11.25,7.6209,226.4555,1.1882,36.5873,78.2218,78.0091,0.0118,-8.22,77.5764,1004.0745
2024/1/1 21:00,12.59,7.6684,227.8536,1.0818,36.6918,77.0073,76.6745,0.0091,-8.2755,78.2736,1004.08
2024/1/1 21:15,10.09,7.5431,229.2891,0.9545,36.7727,75.5955,75.1327,0.0064,-8.3382,78.9645,1004.0864
2024/1/1 21:30,12.41,7.4853,230.7591,0.8027,36.8291,73.9827,73.3845,0.0045,-8.4091,79.6482,1004.0936
2024/1/1 21:45,12.41,7.2873,232.2409,0.6227,36.8582,72.1636,71.4309,0.0027,-8.4845,80.3327,1004.1009
2024/1/1 22:00,11.7,7.1558,234.01,0.4164,36.86,70.1464,69.2882,0.0018,-8.5718,80.9855,1004.11
2024/1/1 22:15,12.5,7.0304,236.0636,0.1955,36.8373,67.9564,66.9955,0.0009,-8.6709,81.6064,1004.1218
2024/1/1 22:30,11.88,6.9164,238.4045,-0.0191,36.7918,65.6218,64.5891,0,-8.7818,82.1955,1004.1355
2024/1/1 22:45,10.45,6.7162,241.0409,-0.2027,36.7245,63.1745,62.1082,0,-8.9045,82.7527,1004.1509
2024/1/1 23:00,8.13,6.5756,243.9809,-0.3282,36.64,60.6464,59.59,0,-9.0391,83.2755,1004.1691
2024/1/1 23:15,7.68,6.3394,247.2355,-0.3718,36.54,58.0709,57.0736,0,-9.1836,83.7627,1004.1909
2024/1/1 23:30,7.77,6.0689,250.8155,-0.3173,36.4264,55.47,54.5955,0,-9.3373,84.2136,1004.2145
2024/1/1 23:45,9.11,5.9319,254.7327,-0.1564,36.2991,52.8591,52.1945,0,-9.5009,84.6273,1004.2409
2024/1/2 0:00,8.75,5.3468,277.9482,2.9782,34.6764,53.3273,54.9827,0,-10.7282,82.7664,1004.3709
2024/1/2 0:15,8.57,5.2609,280.7864,3.1755,35.1391,51.4955,53.2018,0,-10.8536,83.1782,1004.41
2024/1/2 0:30,6.79,5.1743,283.6309,3.3655,35.4973,49.74,51.4655,0,-10.9782,83.5336,1004.4536
2024/1/2 0:45,6.07,5.1374,286.5291,3.5473,35.75,48.0464,49.7764,0,-11.1064,83.8836,1004.5
2024/1/2 1:00,5.54,4.8631,289.2864,3.72,35.9027,46.3918,48.1291,0,-11.24,84.2245,1004.5427
2024/1/2 1:15,3.66,4.7469,291.8945,3.8818,35.9618,44.7364,46.5191,0,-11.38,84.5536,1004.5818
2024/1/2 1:30,1.79,4.671,294.3564,4.0382,35.9336,43.0673,44.9491,0,-11.5245,84.8718,1004.6173
2024/1/2 1:45,1.25,4.4116,296.6818,4.2027,35.8236,41.4191,43.4273,0,-11.6745,85.1791,1004.6473
2024/1/2 2:00,1.96,4.3174,298.8818,4.3891,35.6355,39.8245,41.9645,0,-11.8291,85.4764,1004.6727
2024/1/2 2:15,2.41,4.1599,300.9573,4.6127,35.3718,38.3282,40.5691,0,-11.9864,85.7627,1004.6918
2024/1/2 2:30,2.77,4.1068,302.8945,4.8664,34.99,36.8918,39.2027,0,-12.1455,86.0391,1004.7045
2024/1/2 2:45,3.13,4.0629,304.6773,5.1127,34.4,35.3827,37.7782,0,-12.3082,86.3045,1004.7109
2024/1/2 3:00,2.41,3.9287,306.2891,5.3173,33.5136,33.6655,36.2109,0,-12.4727,86.5591,1004.7091
2024/1/2 3:15,0.89,3.8143,307.7282,5.4436,32.2391,31.6236,34.4155,0,-12.6409,86.8036,1004.6991
2024/1/2 3:30,1.96,3.6416,308.98,5.49,30.5773,29.2809,32.4045,0,-12.8127,87.0391,1004.6827
2024/1/2 3:45,3.48,3.5859,310.1882,5.4955,28.6209,26.7845,30.28,0,-12.9845,87.2682,1004.6655
2024/1/2 4:00,5.09,3.4462,311.33,5.4973,26.4718,24.2809,28.1464,0,-13.1491,87.4755,1004.6545
2024/1/2 4:15,5.45,3.4044,312.3582,5.5236,24.24,21.87,26.1,0,-13.3073,87.66,1004.6509
2024/1/2 4:30,5.45,3.3358,313.2509,5.5755,22.0236,19.5518,24.1964,0,-13.4573,87.8218,1004.6545
2024/1/2 4:45,5.45,3.3217,314.0173,5.63,19.9109,17.2727,22.4582,0,-13.6009,87.9591,1004.6664
2024/1/2 5:00,3.48,3.1753,314.6655,5.6673,17.9891,14.9782,20.9073,0,-13.7373,88.0727,1004.6873
2024/1/2 5:15,2.77,3.1304,315.2073,5.6918,16.3891,12.7109,19.6136,0,-13.8664,88.1609,1004.7164
2024/1/2 5:30,0.89,3.0648,315.6391,5.7364,15.2055,10.6018,18.6555,0,-13.9855,88.2245,1004.7536
2024/1/2 5:45,0.8,3.0542,315.9327,5.83,14.4527,8.7809,18.0682,0,-14.0936,88.2636,1004.8
2024/1/2 6:00,0,2.9567,316.0618,6.0027,14.1418,7.3764,17.8909,0,-14.19,88.2782,1004.8573
2024/1/2 6:15,0,2.8889,316.0236,6.2482,14.1927,6.3927,18.0691,0,-14.2736,88.2682,1004.9245
2024/1/2 6:30,0,2.8386,315.8418,6.51,14.4491,5.7136,18.4491,0,-14.3427,88.2318,1005.0009
2024/1/2 6:45,0,2.8177,315.5227,6.7255,14.7673,5.23,18.8645,0,-14.3982,88.1764,1005.08
2024/1/2 7:00,0,2.7314,314.8518,6.8309,14.9955,4.8327,19.1509,0,-14.3982,87.9673,1005.1555
2024/1/2 7:15,0,2.7085,313.82,6.7827,14.9964,4.4682,19.1773,0,-14.3391,87.5964,1005.2264
2024/1/2 7:30,0,2.5651,312.4545,6.5864,14.6955,4.1336,18.9027,0,-14.2182,87.0609,1005.2918
2024/1/2 7:45,0,2.4757,310.85,6.27,14.0718,3.8255,18.3491,0,-14.04,86.36,1005.3518
2024/1/2 8:00,0,2.2646,309.1018,5.8636,13.1036,3.54,17.5364,0,-13.8055,85.4955,1005.4073
2024/1/2 8:15,0,2.0765,307.3255,5.3964,11.8536,3.2782,16.5236,0,-13.5173,84.4664,1005.4582
2024/1/2 8:30,0,1.9503,305.5736,4.8927,10.4455,3.0455,15.3955,0,-13.1773,83.2736,1005.5027
2024/1/2 8:45,0,1.8791,303.8136,4.3664,8.9873,2.8491,14.2191,0,-12.7855,81.9191,1005.5391
2024/1/2 9:00,0,1.7762,302.0136,3.8318,7.5855,2.6982,13.0618,0,-12.3427,80.4064,1005.5655
2024/1/2 9:15,0,1.652,300.14,3.3127,6.3291,2.5955,12.0009,0,-11.8527,78.74,1005.5818
2024/1/2 9:30,0,1.5785,298.1955,2.8382,5.2809,2.5364,11.1155,0,-11.3209,76.9327,1005.5873
2024/1/2 9:45,0,1.5331,296.4555,2.4345,4.5018,2.5136,10.4745,0,-10.79,75.1209,1005.5864
2024/1/2 10:00,0,1.5037,295.1473,2.1282,4.0473,2.52,10.1482,0,-10.28,73.3891,1005.5727
2024/1/2 10:15,0,1.4522,294.2409,1.9191,3.9164,2.5536,10.1464,0,-9.7945,71.7445,1005.5464
2024/1/2 10:30,0,1.4851,293.6273,1.7845,4.0482,2.62,10.4109,0,-9.3318,70.1918,1005.5064
2024/1/2 10:45,0,1.4847,293.18,1.7018,4.3755,2.73,10.88,0,-8.8927,68.7327,1005.4518
2024/1/2 11:00,0,1.5012,292.7745,1.65,4.8291,2.8955,11.4927,0,-8.4755,67.3718,1005.3836
2024/1/2 11:15,0,1.4941,292.3709,1.6145,5.3591,3.1255,12.2027,0,-8.08,66.1109,1005.3018
2024/1/2 11:30,0,1.5017,292.0118,1.5918,5.9418,3.4245,12.9882,0,-7.7073,64.9509,1005.2073
2024/1/2 11:45,0,1.5028,291.7382,1.5755,6.5591,3.7918,13.8355,0,-7.3573,63.8891,1005.1027
2024/1/2 12:00,0,1.5038,291.5909,1.56,7.1945,4.2291,14.7291,0,-7.0291,62.9264,1004.9909
2024/1/2 12:15,0,1.5229,291.5764,1.5436,7.8382,4.7391,15.6636,0,-6.7245,62.0609,1004.8736
2024/1/2 12:30,0,1.502,291.6582,1.5282,8.4836,5.3309,16.6418,0,-6.4455,61.3,1004.7527
2024/1/2 12:45,0,1.4952,291.6036,1.5145,9.1327,6.0127,17.6664,0,-6.1773,60.5836,1004.6355
2024/1/2 13:00,0,1.5624,291.1864,1.5045,9.7891,6.7909,18.7436,0,-5.9527,60.0282,1004.5309
2024/1/2 13:15,0,1.5313,290.3764,1.4982,10.4655,7.6645,19.8855,0,-5.7727,59.6455,1004.4409
2024/1/2 13:30,0,1.6218,289.2055,1.4945,11.1645,8.6282,21.0927,0,-5.6382,59.4355,1004.3645
2024/1/2 13:45,0,1.6324,287.7518,1.4918,11.8727,9.6755,22.3527,0,-5.5518,59.3845,1004.3009
2024/1/2 14:00,0,1.7017,286.0945,1.49,12.5755,10.8009,23.6527,0,-5.5164,59.4791,1004.25
2024/1/2 14:15,0,1.646,284.3136,1.4873,13.25,12.0018,24.9718,0,-5.5336,59.7064,1004.2109
2024/1/2 14:30,0,1.5971,282.44,1.4836,13.8864,13.2791,26.2973,0,-5.6036,60.0618,1004.1827
2024/1/2 14:45,0,1.6478,280.4545,1.48,14.4927,14.6336,27.6318,0,-5.7245,60.5455,1004.1645
2024/1/2 15:00,0,1.6799,278.3364,1.4764,15.0755,16.0673,28.9791,0,-5.8927,61.1582,1004.1555
2024/1/2 15:15,0,1.6423,276.0727,1.4736,15.6409,17.5782,30.3418,0,-6.1055,61.8945,1004.1545
2024/1/2 15:30,0,1.5908,273.5064,1.4718,16.1891,19.1718,31.7245,0,-6.36,62.74,1004.1636
2024/1/2 15:45,0,1.6232,270.5136,1.4691,16.7182,20.8564,33.1309,0,-6.6227,63.5755,1004.1736
2024/1/2 16:00,0,1.6612,266.8745,1.4645,17.2209,22.63,34.5582,0,-6.8918,64.3955,1004.1827
2024/1/2 16:15,0,1.6566,262.2345,1.4573,17.7064,24.48,36.0091,0,-7.1636,65.1964,1004.1918
2024/1/2 16:30,0,1.7532,256.6782,1.4491,18.1927,26.3891,37.4973,0,-7.4345,65.9864,1004.2
2024/1/2 16:45,0,1.7741,250.7773,1.4445,18.6964,28.3364,39.03,0,-7.7,66.7764,1004.2091
2024/1/2 17:00,0,1.8106,245.1027,1.4482,19.2318,30.3018,40.6155,0,-7.9564,67.5745,1004.2191
2024/1/2 17:15,0,1.94,240.2782,1.4645,19.7964,32.2645,42.2445,0,-8.2018,68.3827,1004.23
2024/1/2 17:30,0,2.0173,236.5127,1.4945,20.38,34.1991,43.8964,0,-8.4382,69.1982,1004.2409
2024/1/2 17:45,3.57,2.2547,233.5555,1.5327,20.9882,36.0736,45.5491,0,-8.6673,70.0191,1004.2518
2024/1/2 18:00,3.84,2.3052,231.1536,1.5745,21.6255,37.8573,47.1818,0,-8.89,70.8409,1004.2618
2024/1/2 18:15,2.14,2.287,229.2055,1.6155,22.3,39.5127,48.7709,0,-9.1082,71.6618,1004.2709
2024/1/2 18:30,0,2.3575,227.9209,1.6782,23.0182,41.0382,50.3036,0,-9.3209,72.4809,1004.2773
2024/1/2 18:45,0,2.2792,227.5845,1.8082,23.7882,42.4836,51.7855,0,-9.5291,73.2873,1004.2818
2024/1/2 19:00,0,2.3898,228.87,2.0518,24.6182,43.9091,53.23,0,-9.7391,74.0836,1004.2836
2024/1/2 19:15,0,2.4558,231.6636,2.4536,25.5245,45.38,54.6555,0,-9.9509,74.8709,1004.2818
2024/1/2 19:30,0,2.5783,235.3109,3.0082,26.5027,46.8973,56.0473,0,-10.1645,75.6473,1004.2764
2024/1/2 19:45,0,2.6849,239.1055,3.6664,27.53,48.3955,57.3518,0,-10.3809,76.4145,1004.2682
2024/1/2 20:00,0,2.957,242.3382,4.38,28.5809,49.8091,58.5164,0,-10.5991,77.1727,1004.2582
2024/1/2 20:15,0,2.9957,244.7664,5.1018,29.6182,51.0773,59.4855,0,-10.8182,77.9218,1004.2473
2024/1/2 20:30,0,3.044,246.6655,5.8182,30.5891,52.1509,60.2264,0,-11.0373,78.6609,1004.2355
2024/1/2 20:45,0,3.1017,248.3727,6.5373,31.4427,52.9873,60.7282,0,-11.2573,79.3918,1004.2227
2024/1/2 21:00,0,3.2204,250.2236,7.2691,32.1255,53.5427,60.9818,0,-11.4782,80.1155,1004.2073
2024/1/2 21:15,0,3.2823,252.3927,7.9982,32.59,53.7336,60.9664,0,-11.7009,80.8327,1004.1909
2024/1/2 21:30,0,3.3516,254.8591,8.6709,32.8027,53.4673,60.6518,0,-11.9255,81.5445,1004.1727
2024/1/2 21:45,0,3.4102,257.2727,9.2191,32.7418,52.6809,60.0109,0,-12.1464,82.25,1004.1536
2024/1/2 22:00,0,3.4574,259.4136,9.5745,32.39,51.3236,59.0264,0,-12.3464,82.8891,1004.1327
2024/1/2 22:15,0,3.4985,261.2845,9.7136,31.76,49.4227,57.73,0,-12.5273,83.4655,1004.1082
2024/1/2 22:30,0,3.7277,262.9518,9.6873,30.9073,47.0827,56.1991,0,-12.6891,83.9782,1004.0791
2024/1/2 22:45,0,3.794,264.4973,9.5736,29.9073,44.4218,54.5191,0,-12.8336,84.4282,1004.0464
2024/1/2 23:00,0,3.8771,266.0009,9.4536,28.8364,41.5573,52.7745,0,-12.96,84.8164,1004.0091
2024/1/2 23:15,0,4.1653,267.4845,9.38,27.7727,38.6027,51.0264,0,-13.07,85.1418,1003.9682
2024/1/2 23:30,0,4.2179,268.9009,9.3482,26.7682,35.66,49.3027,0,-13.1609,85.4045,1003.9255
2024/1/2 23:45,0,4.2803,270.1918,9.3182,25.85,32.8273,47.6173,0,-13.2327,85.6045,1003.8818
2024/1/3 0:00,0,3.6925,281.1655,9.5182,22.0491,22.3645,24.74,0,-13.2627,85.8191,1003.5591
2024/1/3 0:15,0,3.7853,283.5118,9.2773,21.5845,21.5745,24.2045,0,-13.3164,85.8236,1003.5291
2024/1/3 0:30,0,3.8761,285.7955,9.01,20.8127,20.5336,23.4873,0,-13.3655,85.7945,1003.5009
2024/1/3 0:45,0.8,3.9616,288.0509,8.7418,19.7809,19.2964,22.6173,0,-13.4173,85.7673,1003.4755
2024/1/3 1:00,1.52,4.3348,290.1655,8.5,18.54,17.9155,21.62,0,-13.4718,85.7455,1003.4518
2024/1/3 1:15,1.52,4.4301,292.13,8.2927,17.1245,16.4391,20.5173,0,-13.5273,85.7291,1003.43
2024/1/3 1:30,0.89,4.5626,293.9318,8.1009,15.5573,14.8945,19.3173,0,-13.5855,85.7182,1003.4091
2024/1/3 1:45,0.89,4.7609,295.5627,7.8964,13.8582,13.2891,18.02,0,-13.6455,85.7136,1003.3882
2024/1/3 2:00,0,4.8334,297.0136,7.65,12.0455,11.6327,16.6236,0,-13.7082,85.7155,1003.3673
2024/1/3 2:15,0,4.9136,298.2809,7.3509,10.1855,9.9645,15.1564,0,-13.7736,85.7245,1003.3445
2024/1/3 2:30,1.52,4.9066,299.3609,7.0291,8.3764,8.3609,13.6973,0,-13.84,85.74,1003.3209
2024/1/3 2:45,3.48,5.0184,300.2464,6.7418,6.7055,6.9018,12.3491,0,-13.9073,85.7618,1003.2945
2024/1/3 3:00,2.77,5.0359,300.9291,6.5464,5.26,5.6691,11.2127,0,-13.9736,85.7873,1003.2664
2024/1/3 3:15,2.77,5.1535,301.4064,6.4864,4.0691,4.69,10.3527,0,-14.0382,85.8164,1003.2373
2024/1/3 3:30,6.43,5.199,301.6891,6.5409,3.1055,3.9245,9.7382,0,-14.1009,85.8473,1003.2073
2024/1/3 3:45,3.48,5.2383,301.9127,6.6336,2.3382,3.3209,9.28,0,-14.1618,85.8764,1003.1782
2024/1/3 4:00,5.45,5.2279,302.05,6.6882,1.7391,2.8255,8.8882,0,-14.2164,85.8873,1003.1582
2024/1/3 4:15,4.47,5.3985,302.12,6.6391,1.2809,2.4018,8.4818,0,-14.2636,85.8773,1003.1473
2024/1/3 4:30,1.79,5.5387,302.1282,6.4909,0.9364,2.0373,8.0491,0,-14.3045,85.8464,1003.1464
2024/1/3 4:45,7.41,5.6185,302.0727,6.3118,0.6791,1.7282,7.6418,0,-14.34,85.7973,1003.1564
2024/1/3 5:00,6.43,5.5472,301.9518,6.1691,0.4809,1.4709,7.31,0,-14.3709,85.7291,1003.1764
2024/1/3 5:15,3.66,5.5345,301.7691,6.1045,0.3255,1.2564,7.08,0,-14.4,85.6445,1003.2055
2024/1/3 5:30,7.59,5.5256,301.5309,6.0836,0.2082,1.0709,6.9118,0,-14.4255,85.5418,1003.2445
2024/1/3 5:45,8.75,5.4965,301.2473,6.0218,0.1227,0.9,6.7191,0,-14.4464,85.4191,1003.2936
2024/1/3 6:00,7.05,5.4735,300.9264,5.8355,0.0636,0.7309,6.4145,0,-14.4618,85.2745,1003.3509
2024/1/3 6:15,6.79,5.4801,300.5645,5.4945,0.0245,0.5636,5.97,0,-14.4709,85.1064,1003.4164
2024/1/3 6:30,6.25,5.4862,300.1545,5.0591,0.0027,0.4082,5.4464,0,-14.47,84.9091,1003.4891
