,time,nwp_ws,tower_ws,power
0,2022/10/29 0:00,1.73,0,0
1,2022/10/29 0:15,1.76,2.52,0
2,2022/10/29 0:30,1.79,2.52,0
3,2022/10/29 0:45,1.82,2.52,0
4,2022/10/29 1:00,1.85,2.52,0
5,2022/10/29 1:15,1.87,2.9,0
6,2022/10/29 1:30,1.89,2.52,0
7,2022/10/29 1:45,1.92,2.52,0
8,2022/10/29 2:00,1.94,2.52,0
9,2022/10/29 2:15,1.96,2.9,0
10,2022/10/29 2:30,1.98,2.52,0
11,2022/10/29 2:45,2.01,2.52,0
12,2022/10/29 3:00,2.02,2.14,0
13,2022/10/29 3:15,2.04,2.14,0
14,2022/10/29 3:30,2.06,2.52,0
15,2022/10/29 3:45,2.09,2.14,0
16,2022/10/29 4:00,2.11,2.14,0
17,2022/10/29 4:15,2.14,2.14,0
18,2022/10/29 4:30,2.17,2.14,0
19,2022/10/29 4:45,2.21,1.75,0
20,2022/10/29 5:00,2.24,1.37,0
21,2022/10/29 5:15,2.29,1.37,0
22,2022/10/29 5:30,2.33,1.37,0
23,2022/10/29 5:45,2.38,1.37,0
24,2022/10/29 6:00,2.5,1.37,0
25,2022/10/29 6:15,2.57,1.37,0
26,2022/10/29 6:30,2.62,1.37,0
27,2022/10/29 6:45,2.66,1.37,0
28,2022/10/29 7:00,2.69,1.75,0
29,2022/10/29 7:15,2.71,1.75,0
30,2022/10/29 7:30,2.73,2.14,0
31,2022/10/29 7:45,2.73,2.52,0
32,2022/10/29 8:00,2.73,2.52,0
33,2022/10/29 8:15,2.71,3.28,0
34,2022/10/29 8:30,2.68,2.52,0
35,2022/10/29 8:45,2.65,2.52,0
36,2022/10/29 9:00,2.6,2.14,0
37,2022/10/29 9:15,2.54,1.37,0
38,2022/10/29 9:30,2.48,1.37,0
39,2022/10/29 9:45,2.41,2.14,0
40,2022/10/29 10:00,2.33,1.75,0
41,2022/10/29 10:15,2.24,1.75,0
42,2022/10/29 10:30,2.16,2.52,0
43,2022/10/29 10:45,2.08,2.9,0
44,2022/10/29 11:00,2.01,2.14,0
45,2022/10/29 11:15,1.94,2.9,0
46,2022/10/29 11:30,1.88,1.75,0
47,2022/10/29 11:45,1.83,2.52,0
48,2022/10/29 12:00,1.75,1.75,0
49,2022/10/29 12:15,1.71,2.52,0
50,2022/10/29 12:30,1.68,2.52,0
51,2022/10/29 12:45,1.67,2.9,0
52,2022/10/29 13:00,1.67,2.9,0
53,2022/10/29 13:15,1.69,1.75,0
54,2022/10/29 13:30,1.72,1.75,0
55,2022/10/29 13:45,1.77,1.37,0
56,2022/10/29 14:00,1.83,2.9,0
57,2022/10/29 14:15,1.91,2.14,0
58,2022/10/29 14:30,1.99,2.14,0
59,2022/10/29 14:45,2.1,2.52,0
60,2022/10/29 15:00,2.21,1.75,0
61,2022/10/29 15:15,2.35,2.9,0
62,2022/10/29 15:30,2.49,3.28,0
63,2022/10/29 15:45,2.65,3.28,0
64,2022/10/29 16:00,2.82,2.52,0.03
65,2022/10/29 16:15,3.01,2.9,0
66,2022/10/29 16:30,3.19,2.9,0.17
67,2022/10/29 16:45,3.38,2.9,0.74
68,2022/10/29 17:00,3.56,3.28,1.91
69,2022/10/29 17:15,3.75,4.43,3.35
70,2022/10/29 17:30,3.93,4.05,3.88
71,2022/10/29 17:45,4.1,4.43,4.96
72,2022/10/29 18:00,4.15,4.43,6.16
73,2022/10/29 18:15,4.31,5.2,7.23
74,2022/10/29 18:30,4.46,4.82,6.9
75,2022/10/29 18:45,4.61,3.67,7.87
76,2022/10/29 19:00,4.75,5.96,15.03
77,2022/10/29 19:15,4.88,6.35,17.65
78,2022/10/29 19:30,5,5.2,23.51
79,2022/10/29 19:45,5.1,5.2,22.23
80,2022/10/29 20:00,5.2,4.05,19.79
81,2022/10/29 20:15,5.29,3.67,19.12
82,2022/10/29 20:30,5.36,5.2,19.45
83,2022/10/29 20:45,5.43,3.67,19.82
84,2022/10/29 21:00,5.49,4.05,17.88
85,2022/10/29 21:15,5.55,6.73,17.81
86,2022/10/29 21:30,5.59,5.58,13.06
87,2022/10/29 21:45,5.63,5.96,14.2
88,2022/10/29 22:00,5.65,4.82,13.96
89,2022/10/29 22:15,5.67,5.58,12.59
90,2022/10/29 22:30,5.68,4.82,10.48
91,2022/10/29 22:45,5.69,4.43,10.58
92,2022/10/29 23:00,5.7,4.82,13.43
93,2022/10/29 23:15,5.7,5.58,13.46
94,2022/10/29 23:30,5.71,5.96,16.04
95,2022/10/29 23:45,5.71,5.58,14.9
96,2022/10/30 0:00,5.7,6.35,16.94
97,2022/10/30 0:15,5.7,6.35,18.52
98,2022/10/30 0:30,5.7,6.35,19.49
99,2022/10/30 0:45,5.7,6.35,18.35
100,2022/10/30 1:00,5.7,5.58,20.29
101,2022/10/30 1:15,5.7,6.73,20.36
102,2022/10/30 1:30,5.71,6.73,21.5
103,2022/10/30 1:45,5.71,5.58,14.43
104,2022/10/30 2:00,5.73,5.2,11.65
105,2022/10/30 2:15,5.74,5.58,14.16
106,2022/10/30 2:30,5.76,5.58,14.2
107,2022/10/30 2:45,5.78,6.35,15.87
108,2022/10/30 3:00,5.8,5.96,18.01
109,2022/10/30 3:15,5.82,6.35,21.19
110,2022/10/30 3:30,5.84,7.11,20.69
111,2022/10/30 3:45,5.87,6.73,18.28
112,2022/10/30 4:00,5.9,6.35,17.44
113,2022/10/30 4:15,5.94,6.35,19.52
114,2022/10/30 4:30,5.97,7.11,23.97
115,2022/10/30 4:45,6,6.73,27.89
116,2022/10/30 5:00,6.04,7.11,26.72
117,2022/10/30 5:15,6.07,7.11,29.93
118,2022/10/30 5:30,6.1,7.88,31.47
119,2022/10/30 5:45,6.12,6.73,31.84
120,2022/10/30 6:00,6.03,8.65,27.96
121,2022/10/30 6:15,6.05,7.88,22.87
122,2022/10/30 6:30,6.05,7.11,19.02
123,2022/10/30 6:45,6.04,6.73,18.21
124,2022/10/30 7:00,6.01,6.35,17.61
125,2022/10/30 7:15,5.97,7.5,18.32
126,2022/10/30 7:30,5.92,7.11,18.75
127,2022/10/30 7:45,5.85,6.35,19.96
128,2022/10/30 8:00,5.77,5.96,18.72
129,2022/10/30 8:15,5.68,5.2,17.28
130,2022/10/30 8:30,5.58,5.58,17.71
131,2022/10/30 8:45,5.47,4.43,12.79
132,2022/10/30 9:00,5.35,4.43,8.3
133,2022/10/30 9:15,5.22,3.67,5.83
134,2022/10/30 9:30,5.1,2.9,4.86
135,2022/10/30 9:45,4.98,3.67,5.09
136,2022/10/30 10:00,4.87,5.2,6.96
137,2022/10/30 10:15,4.77,3.28,3.92
138,2022/10/30 10:30,4.69,4.43,4.15
139,2022/10/30 10:45,4.63,4.82,6.56
140,2022/10/30 11:00,4.59,3.67,5.46
141,2022/10/30 11:15,4.57,5.2,7.33
142,2022/10/30 11:30,4.58,4.43,6.86
143,2022/10/30 11:45,4.59,5.2,5.63
144,2022/10/30 12:00,4.65,4.05,6.19
145,2022/10/30 12:15,4.71,5.96,6.23
146,2022/10/30 12:30,4.78,5.2,4.49
147,2022/10/30 12:45,4.87,3.67,7
148,2022/10/30 13:00,4.98,4.82,7.97
149,2022/10/30 13:15,5.1,4.43,10.85
150,2022/10/30 13:30,5.23,5.96,10.25
151,2022/10/30 13:45,5.35,3.67,9.27
152,2022/10/30 14:00,5.48,4.82,11.28
153,2022/10/30 14:15,5.62,3.28,10.28
154,2022/10/30 14:30,5.76,2.9,12.39
155,2022/10/30 14:45,5.9,4.05,17.21
156,2022/10/30 15:00,6.05,2.9,21.19
157,2022/10/30 15:15,6.2,4.82,26.02
158,2022/10/30 15:30,6.35,3.67,28.53
159,2022/10/30 15:45,6.49,5.58,25.45
160,2022/10/30 16:00,6.63,5.58,22.77
161,2022/10/30 16:15,6.77,4.43,24.48
162,2022/10/30 16:30,6.91,2.9,28.23
163,2022/10/30 16:45,7.05,4.43,24.81
164,2022/10/30 17:00,7.19,3.28,24.51
165,2022/10/30 17:15,7.33,4.05,23.67
166,2022/10/30 17:30,7.48,4.43,19.32
167,2022/10/30 17:45,7.64,4.82,19.02
168,2022/10/30 18:00,7.71,3.28,21.23
169,2022/10/30 18:15,7.9,4.82,30.97
170,2022/10/30 18:30,8.09,6.73,38.1
171,2022/10/30 18:45,8.27,5.58,38.94
172,2022/10/30 19:00,8.44,7.88,41.65
173,2022/10/30 19:15,8.6,7.11,33.15
174,2022/10/30 19:30,8.77,6.35,26.38
175,2022/10/30 19:45,8.93,4.82,28.73
176,2022/10/30 20:00,9.08,4.05,34.96
177,2022/10/30 20:15,9.22,6.73,37.9
178,2022/10/30 20:30,9.36,9.41,37.03
179,2022/10/30 20:45,9.48,7.11,33.08
180,2022/10/30 21:00,9.6,6.35,39.34
181,2022/10/30 21:15,9.7,10.18,40.98
182,2022/10/30 21:30,9.78,9.03,40.55
183,2022/10/30 21:45,9.86,9.03,39.54
184,2022/10/30 22:00,9.93,9.8,42.69
185,2022/10/30 22:15,9.98,9.8,45.1
186,2022/10/30 22:30,10.04,9.41,42.52
187,2022/10/30 22:45,10.09,7.5,41.29
188,2022/10/30 23:00,10.15,8.65,41.82
189,2022/10/30 23:15,10.2,7.11,37.64
190,2022/10/30 23:30,10.26,4.43,34.79
191,2022/10/30 23:45,10.31,5.58,36.56
192,2022/10/31 0:00,10.36,6.73,37.23
193,2022/10/31 0:15,10.41,8.26,38
194,2022/10/31 0:30,10.46,9.8,35.16
195,2022/10/31 0:45,10.51,9.8,32.28
196,2022/10/31 1:00,10.56,4.82,25.61
197,2022/10/31 1:15,10.6,3.67,29.8
198,2022/10/31 1:30,10.64,4.05,31.84
199,2022/10/31 1:45,10.68,6.35,33.18
200,2022/10/31 2:00,10.71,5.2,36.73
201,2022/10/31 2:15,10.73,9.03,35.32
202,2022/10/31 2:30,10.75,4.82,35.79
203,2022/10/31 2:45,10.76,7.5,35.16
204,2022/10/31 3:00,10.77,5.96,38.17
205,2022/10/31 3:15,10.77,6.35,37.5
206,2022/10/31 3:30,10.77,9.03,42.46
207,2022/10/31 3:45,10.77,9.03,41.18
208,2022/10/31 4:00,10.77,9.41,42.66
209,2022/10/31 4:15,10.76,8.65,42.79
210,2022/10/31 4:30,10.74,9.03,43.49
211,2022/10/31 4:45,10.72,9.8,46.07
212,2022/10/31 5:00,10.7,9.8,44.83
213,2022/10/31 5:15,10.66,9.41,40.05
214,2022/10/31 5:30,10.63,8.65,39.74
215,2022/10/31 5:45,10.58,9.8,36.87
216,2022/10/31 6:00,9.78,9.41,41.55
217,2022/10/31 6:15,9.7,7.88,41.95
218,2022/10/31 6:30,9.63,9.8,42.29
219,2022/10/31 6:45,9.57,8.65,39.08
220,2022/10/31 7:00,9.52,8.26,35.29
221,2022/10/31 7:15,9.48,9.03,39.68
222,2022/10/31 7:30,9.45,8.65,40.98
223,2022/10/31 7:45,9.44,8.26,36.97
224,2022/10/31 8:00,9.44,7.5,26.62
225,2022/10/31 8:15,9.45,6.35,11.38
226,2022/10/31 8:30,9.46,10.56,35.59
227,2022/10/31 8:45,9.49,9.03,36.3
228,2022/10/31 9:00,9.52,8.65,37.87
229,2022/10/31 9:15,9.57,9.41,42.83
230,2022/10/31 9:30,9.64,10.18,38.04
231,2022/10/31 9:45,9.74,12.09,43.53
232,2022/10/31 10:00,9.86,12.09,46.98
233,2022/10/31 10:15,10,9.41,32.91
234,2022/10/31 10:30,10.15,7.88,28.03
235,2022/10/31 10:45,10.3,7.88,41.08
236,2022/10/31 11:00,10.45,9.41,48.25
237,2022/10/31 11:15,10.6,9.41,48.42
238,2022/10/31 11:30,10.75,11.71,48.38
239,2022/10/31 11:45,10.89,13.24,48.15
240,2022/10/31 12:00,11.08,11.33,48.42
241,2022/10/31 12:15,11.22,11.71,48.32
242,2022/10/31 12:30,11.35,14.01,48.38
243,2022/10/31 12:45,11.47,13.24,48.52
244,2022/10/31 13:00,11.58,15.16,48.32
245,2022/10/31 13:15,11.67,11.33,48.42
246,2022/10/31 13:30,11.75,15.54,48.52
247,2022/10/31 13:45,11.8,11.33,48.38
248,2022/10/31 14:00,11.83,9.8,48.22
249,2022/10/31 14:15,11.84,12.48,48.38
250,2022/10/31 14:30,11.82,14.77,48.02
251,2022/10/31 14:45,11.78,14.01,48.38
252,2022/10/31 15:00,11.71,14.77,48.18
253,2022/10/31 15:15,11.62,13.24,48.15
254,2022/10/31 15:30,11.55,14.39,48.08
255,2022/10/31 15:45,11.48,10.94,48.22
256,2022/10/31 16:00,11.43,10.56,48.62
257,2022/10/31 16:15,11.39,12.09,48.25
258,2022/10/31 16:30,11.36,12.09,48.28
259,2022/10/31 16:45,11.34,12.86,48.38
260,2022/10/31 17:00,11.34,9.03,48.25
261,2022/10/31 17:15,11.35,15.54,48.32
262,2022/10/31 17:30,11.37,14.39,48.32
263,2022/10/31 17:45,11.39,12.48,0
264,2022/10/31 18:00,11.65,12.09,0
265,2022/10/31 18:15,11.67,14.77,0
266,2022/10/31 18:30,11.69,15.16,0
267,2022/10/31 18:45,11.71,10.94,0
268,2022/10/31 19:00,11.72,18.22,0
269,2022/10/31 19:15,11.73,14.01,0
270,2022/10/31 19:30,11.74,14.01,0
271,2022/10/31 19:45,11.73,14.39,0
272,2022/10/31 20:00,11.71,17.45,0
273,2022/10/31 20:15,11.68,15.16,0
274,2022/10/31 20:30,11.64,18.6,0
275,2022/10/31 20:45,11.6,13.63,0
276,2022/10/31 21:00,11.55,13.63,0
277,2022/10/31 21:15,11.5,9.8,0
278,2022/10/31 21:30,11.46,15.16,0
279,2022/10/31 21:45,11.42,14.01,0
280,2022/10/31 22:00,11.38,13.63,0
281,2022/10/31 22:15,11.35,14.39,0
282,2022/10/31 22:30,11.33,11.33,0
283,2022/10/31 22:45,11.32,15.16,0
284,2022/10/31 23:00,11.31,14.01,0
285,2022/10/31 23:15,11.31,12.09,0
286,2022/10/31 23:30,11.31,12.48,0
287,2022/10/31 23:45,11.31,12.86,0
288,2022/11/1 0:00,11.32,11.71,0
289,2022/11/1 0:15,11.33,12.09,26.38
290,2022/11/1 0:30,11.34,14.77,48.22
291,2022/11/1 0:45,11.36,13.24,46.64
292,2022/11/1 1:00,11.39,14.01,48.38
293,2022/11/1 1:15,11.42,12.86,48.28
294,2022/11/1 1:30,11.46,13.63,48.48
295,2022/11/1 1:45,11.49,10.94,48.38
296,2022/11/1 2:00,11.51,11.33,48.42
297,2022/11/1 2:15,11.54,12.48,47.68
298,2022/11/1 2:30,11.56,11.71,47.81
299,2022/11/1 2:45,11.58,14.39,48.32
300,2022/11/1 3:00,11.6,14.77,48.18
301,2022/11/1 3:15,11.62,14.01,48.32
302,2022/11/1 3:30,11.63,12.48,48.28
303,2022/11/1 3:45,11.64,15.92,48.32
304,2022/11/1 4:00,11.65,14.77,48.22
305,2022/11/1 4:15,11.65,12.09,48.48
306,2022/11/1 4:30,11.64,13.63,48.05
307,2022/11/1 4:45,11.64,15.92,48.35
308,2022/11/1 5:00,11.63,13.63,48.45
309,2022/11/1 5:15,11.62,12.09,48.52
310,2022/11/1 5:30,11.6,13.63,48.38
311,2022/11/1 5:45,11.58,11.33,48.32
312,2022/11/1 6:00,11.85,14.39,48.52
313,2022/11/1 6:15,11.81,10.94,48.15
314,2022/11/1 6:30,11.78,10.56,48.32
315,2022/11/1 6:45,11.74,10.56,48.35
316,2022/11/1 7:00,11.71,12.09,48.68
317,2022/11/1 7:15,11.67,13.24,48.22
318,2022/11/1 7:30,11.64,12.86,48.22
319,2022/11/1 7:45,11.61,14.01,48.38
320,2022/11/1 8:00,11.57,14.39,48.68
321,2022/11/1 8:15,11.54,14.01,48.32
322,2022/11/1 8:30,11.5,13.24,48.38
323,2022/11/1 8:45,11.46,14.39,48.18
324,2022/11/1 9:00,11.43,12.09,48.28
325,2022/11/1 9:15,11.39,13.63,48.38
326,2022/11/1 9:30,11.35,14.01,48.25
327,2022/11/1 9:45,11.31,13.63,48.72
328,2022/11/1 10:00,11.28,12.09,48.42
329,2022/11/1 10:15,11.24,14.01,48.08
330,2022/11/1 10:30,11.2,14.77,48.38
331,2022/11/1 10:45,11.15,13.24,48.58
332,2022/11/1 11:00,11.1,12.09,48.42
333,2022/11/1 11:15,11.04,14.01,48.65
334,2022/11/1 11:30,10.98,12.48,48.15
335,2022/11/1 11:45,10.92,13.63,48.38
336,2022/11/1 12:00,10.85,12.48,48.25
337,2022/11/1 12:15,10.78,12.09,48.45
338,2022/11/1 12:30,10.72,11.33,48.25
339,2022/11/1 12:45,10.66,8.26,48.05
340,2022/11/1 13:00,10.59,12.48,47.48
341,2022/11/1 13:15,10.53,9.03,48.12
342,2022/11/1 13:30,10.46,11.71,48.52
343,2022/11/1 13:45,10.39,11.71,48.45
344,2022/11/1 14:00,10.32,10.18,46.54
345,2022/11/1 14:15,10.25,11.71,48.28
346,2022/11/1 14:30,10.18,13.63,48.42
347,2022/11/1 14:45,10.11,10.94,48.22
348,2022/11/1 15:00,10.03,13.24,48.32
349,2022/11/1 15:15,9.95,9.41,48.12
350,2022/11/1 15:30,9.87,13.63,48.15
351,2022/11/1 15:45,9.8,11.33,46.98
352,2022/11/1 16:00,9.74,12.48,48.55
353,2022/11/1 16:15,9.67,12.86,48.22
354,2022/11/1 16:30,9.62,10.18,44.9
355,2022/11/1 16:45,9.57,8.26,34.66
356,2022/11/1 17:00,9.53,8.65,37.4
357,2022/11/1 17:15,9.5,7.11,35.22
358,2022/11/1 17:30,9.47,7.11,32.28
359,2022/11/1 17:45,9.44,6.35,29.6
360,2022/11/1 18:00,9.41,5.96,27.02
361,2022/11/1 18:15,9.39,7.88,33.89
362,2022/11/1 18:30,9.36,7.11,33.42
363,2022/11/1 18:45,9.34,7.5,42.19
364,2022/11/1 19:00,9.32,9.03,39.38
365,2022/11/1 19:15,9.31,8.65,36.03
366,2022/11/1 19:30,9.29,10.18,37.03
367,2022/11/1 19:45,9.26,8.26,33.35
368,2022/11/1 20:00,9.22,8.26,33.05
369,2022/11/1 20:15,9.18,7.88,33.12
370,2022/11/1 20:30,9.13,10.18,34.52
371,2022/11/1 20:45,9.08,7.88,30.97
372,2022/11/1 21:00,9.01,9.03,35.63
373,2022/11/1 21:15,8.95,10.56,29.2
374,2022/11/1 21:30,8.87,8.26,24.64
375,2022/11/1 21:45,8.79,5.96,19.65
376,2022/11/1 22:00,8.71,7.88,27.49
377,2022/11/1 22:15,8.62,5.96,25.01
378,2022/11/1 22:30,8.52,11.33,29.1
379,2022/11/1 22:45,8.43,8.65,33.08
380,2022/11/1 23:00,8.33,9.41,35.29
381,2022/11/1 23:15,8.23,9.41,34.96
382,2022/11/1 23:30,8.13,7.88,35.09
383,2022/11/1 23:45,8.03,8.65,35.89
384,2022/11/2 0:00,7.96,8.65,32.28
385,2022/11/2 0:15,7.86,5.96,29.4
386,2022/11/2 0:30,7.76,7.11,24.68
387,2022/11/2 0:45,7.68,5.58,22.33
388,2022/11/2 1:00,7.59,5.58,18.05
389,2022/11/2 1:15,7.52,3.28,9.64
390,2022/11/2 1:30,7.44,4.82,8
391,2022/11/2 1:45,7.37,3.67,6.13
392,2022/11/2 2:00,7.3,2.52,3.58
393,2022/11/2 2:15,7.23,1.75,3.58
394,2022/11/2 2:30,7.17,2.14,3.15
395,2022/11/2 2:45,7.11,1.75,4.02
396,2022/11/2 3:00,7.04,2.14,3.31
397,2022/11/2 3:15,6.98,2.14,2.31
398,2022/11/2 3:30,6.93,3.67,2.78
399,2022/11/2 3:45,6.88,4.05,3.35
400,2022/11/2 4:00,6.84,2.9,3.31
401,2022/11/2 4:15,6.81,3.28,3.31
402,2022/11/2 4:30,6.79,2.52,2.14
403,2022/11/2 4:45,6.76,2.9,2.14
404,2022/11/2 5:00,6.74,0.6,2.41
405,2022/11/2 5:15,6.73,2.9,3.48
406,2022/11/2 5:30,6.72,3.67,5.22
407,2022/11/2 5:45,6.72,3.28,6.53
408,2022/11/2 6:00,6.61,3.67,10.38
409,2022/11/2 6:15,6.65,3.67,12.86
410,2022/11/2 6:30,6.72,4.05,13.26
411,2022/11/2 6:45,6.8,5.2,14.46
412,2022/11/2 7:00,6.9,5.2,17.51
413,2022/11/2 7:15,7.02,4.82,18.99
414,2022/11/2 7:30,7.16,5.2,16.74
415,2022/11/2 7:45,7.3,4.82,13.46
416,2022/11/2 8:00,7.45,4.82,15.97
417,2022/11/2 8:15,7.61,4.82,21.26
418,2022/11/2 8:30,7.78,5.96,26.05
419,2022/11/2 8:45,7.95,5.58,25.48
420,2022/11/2 9:00,8.12,7.11,29.6
421,2022/11/2 9:15,8.3,8.26,31.01
422,2022/11/2 9:30,8.47,5.2,33.95
423,2022/11/2 9:45,8.64,6.35,42.86
424,2022/11/2 10:00,8.8,10.94,42.83
425,2022/11/2 10:15,8.96,9.8,47.35
426,2022/11/2 10:30,9.1,9.8,45
427,2022/11/2 10:45,9.22,8.26,47.25
428,2022/11/2 11:00,9.32,7.5,48.32
429,2022/11/2 11:15,9.4,8.65,47.14
430,2022/11/2 11:30,9.46,8.26,43.93
431,2022/11/2 11:45,9.52,9.8,46.21
432,2022/11/2 12:00,9.66,8.65,45.7
433,2022/11/2 12:15,9.67,10.94,45.81
434,2022/11/2 12:30,9.67,6.73,46.88
435,2022/11/2 12:45,9.66,7.5,44.9
436,2022/11/2 13:00,9.62,10.56,43.33
437,2022/11/2 13:15,9.57,10.56,46.64
438,2022/11/2 13:30,9.51,8.65,45.81
439,2022/11/2 13:45,9.45,6.35,45.87
440,2022/11/2 14:00,9.38,9.03,45.47
441,2022/11/2 14:15,9.31,9.41,47.58
442,2022/11/2 14:30,9.23,11.71,46.61
443,2022/11/2 14:45,9.14,7.5,46.47
444,2022/11/2 15:00,9.06,8.65,41.29
445,2022/11/2 15:15,8.96,9.03,41.89
446,2022/11/2 15:30,8.87,9.03,42.93
447,2022/11/2 15:45,8.78,9.8,40.72
448,2022/11/2 16:00,8.69,8.65,36.3
449,2022/11/2 16:15,8.6,6.35,32.91
450,2022/11/2 16:30,8.51,6.73,32.51
451,2022/11/2 16:45,8.43,6.35,27.39
452,2022/11/2 17:00,8.35,5.96,26.59
453,2022/11/2 17:15,8.28,5.58,24.18
454,2022/11/2 17:30,8.21,8.26,24.14
455,2022/11/2 17:45,8.14,8.65,27.22
456,2022/11/2 18:00,8.09,7.88,31.27
457,2022/11/2 18:15,8.06,5.96,30.24
458,2022/11/2 18:30,8.04,7.11,25.05
459,2022/11/2 18:45,8.03,6.73,27.62
460,2022/11/2 19:00,8.03,9.41,35.29
461,2022/11/2 19:15,8.03,9.41,37.6
462,2022/11/2 19:30,8.04,6.73,31.57
463,2022/11/2 19:45,8.04,8.65,34.05
464,2022/11/2 20:00,8.04,8.65,33.15
465,2022/11/2 20:15,8.03,6.35,31.81
466,2022/11/2 20:30,8.03,7.11,37.03
467,2022/11/2 20:45,8.03,4.82,45.4
468,2022/11/2 21:00,8.03,9.8,48.25
469,2022/11/2 21:15,8.03,7.11,46.24
470,2022/11/2 21:30,8.02,4.82,47.81
471,2022/11/2 21:45,8.02,7.5,47.28
472,2022/11/2 22:00,8.01,9.8,45
473,2022/11/2 22:15,8.01,8.26,48.05
474,2022/11/2 22:30,7.99,8.65,46.01
475,2022/11/2 22:45,7.97,9.41,39.78
476,2022/11/2 23:00,7.94,8.65,44.3
477,2022/11/2 23:15,7.91,9.41,41.99
478,2022/11/2 23:30,7.88,9.03,42.83
479,2022/11/2 23:45,7.84,8.26,38.87
480,2022/11/3 0:00,7.74,7.11,31.68
481,2022/11/3 0:15,7.7,7.11,28.49
482,2022/11/3 0:30,7.65,7.11,24.58
483,2022/11/3 0:45,7.6,5.96,21.66
484,2022/11/3 1:00,7.56,7.11,20.46
485,2022/11/3 1:15,7.51,4.82,16.78
486,2022/11/3 1:30,7.46,6.73,15.77
487,2022/11/3 1:45,7.42,4.82,14.46
488,2022/11/3 2:00,7.38,5.2,13.19
489,2022/11/3 2:15,7.34,5.2,11.15
490,2022/11/3 2:30,7.3,4.82,8.54
491,2022/11/3 2:45,7.27,5.58,10.21
492,2022/11/3 3:00,7.24,4.82,10.95
493,2022/11/3 3:15,7.21,5.2,18.95
494,2022/11/3 3:30,7.19,2.9,16.21
495,2022/11/3 3:45,7.17,4.82,19.86
496,2022/11/3 4:00,7.14,6.35,21.8
497,2022/11/3 4:15,7.12,5.96,24.84
498,2022/11/3 4:30,7.1,5.2,26.08
499,2022/11/3 4:45,7.08,5.96,25.01
500,2022/11/3 5:00,7.05,5.58,26.72
501,2022/11/3 5:15,7.03,4.82,23.84
502,2022/11/3 5:30,7.01,4.82,27.86
503,2022/11/3 5:45,6.98,5.2,22.97
504,2022/11/3 6:00,7.31,5.96,24.74
505,2022/11/3 6:15,7.29,7.11,27.19
506,2022/11/3 6:30,7.28,6.73,25.48
507,2022/11/3 6:45,7.26,9.03,31.14
508,2022/11/3 7:00,7.24,7.5,28.7
509,2022/11/3 7:15,7.22,6.73,26.65
510,2022/11/3 7:30,7.2,9.8,28.73
511,2022/11/3 7:45,7.18,8.65,24.58
512,2022/11/3 8:00,7.16,7.5,32.98
513,2022/11/3 8:15,7.14,5.96,30.14
514,2022/11/3 8:30,7.12,7.11,30.4
515,2022/11/3 8:45,7.1,6.35,31.94
516,2022/11/3 9:00,7.08,5.2,30.74
517,2022/11/3 9:15,7.06,7.88,30.2
518,2022/11/3 9:30,7.04,5.2,27.86
519,2022/11/3 9:45,7.02,4.43,28.93
520,2022/11/3 10:00,7.01,6.35,23.1
521,2022/11/3 10:15,6.99,6.73,25.85
522,2022/11/3 10:30,6.98,4.05,27.39
523,2022/11/3 10:45,6.97,5.58,27.32
524,2022/11/3 11:00,6.96,4.82,29.63
525,2022/11/3 11:15,6.96,3.67,33.18
526,2022/11/3 11:30,6.95,7.11,30.8
527,2022/11/3 11:45,6.95,5.2,31.17
528,2022/11/3 12:00,6.96,6.73,29.1
529,2022/11/3 12:15,6.96,7.88,31.81
530,2022/11/3 12:30,6.97,7.5,32.11
531,2022/11/3 12:45,6.98,8.26,28.33
532,2022/11/3 13:00,6.99,6.73,30.84
533,2022/11/3 13:15,7,8.65,28.63
534,2022/11/3 13:30,7.01,5.58,26.15
535,2022/11/3 13:45,7.02,6.35,24.54
536,2022/11/3 14:00,7.03,7.5,28.39
537,2022/11/3 14:15,7.03,7.11,21.83
538,2022/11/3 14:30,7.03,7.5,22.67
539,2022/11/3 14:45,7.03,6.73,22.47
540,2022/11/3 15:00,7.04,5.2,20.53
541,2022/11/3 15:15,7.05,7.88,24.01
542,2022/11/3 15:30,7.05,4.82,21.86
543,2022/11/3 15:45,7.06,6.73,18.32
544,2022/11/3 16:00,7.07,5.96,19.19
545,2022/11/3 16:15,7.08,6.73,20.29
546,2022/11/3 16:30,7.09,6.73,18.01
547,2022/11/3 16:45,7.1,6.35,22.4
548,2022/11/3 17:00,7.11,7.5,24.51
549,2022/11/3 17:15,7.12,7.5,23.57
550,2022/11/3 17:30,7.13,7.5,22.94
551,2022/11/3 17:45,7.14,7.5,24.11
552,2022/11/3 18:00,7.2,7.11,25.11
553,2022/11/3 18:15,7.23,6.73,25.68
554,2022/11/3 18:30,7.26,6.35,28.8
555,2022/11/3 18:45,7.29,7.5,29.57
556,2022/11/3 19:00,7.32,8.26,31.41
557,2022/11/3 19:15,7.35,7.5,34.22
558,2022/11/3 19:30,7.37,8.65,36.76
559,2022/11/3 19:45,7.38,8.26,37.87
560,2022/11/3 20:00,7.4,9.03,40.45
561,2022/11/3 20:15,7.41,8.65,40.88
562,2022/11/3 20:30,7.42,9.03,41.25
563,2022/11/3 20:45,7.42,9.03,39.85
564,2022/11/3 21:00,7.43,9.03,35.99
565,2022/11/3 21:15,7.43,8.65,32.78
566,2022/11/3 21:30,7.44,6.73,36.33
